primary_employer_name,alias_name,alias_type,usage_count
INNOVIM TECHNOLOGY SOLUTIONS INC,QUANTIPEAK,TRADE_NAME_DBA,5
THE BSST SOFTWARE GROUP,THE BOSTON GROUP,TRADE_NAME_DBA,5
"CVENT, INC",NOT APPLICABLE,TRADE_NAME_DBA,5
SAMITI TECHNOLOGY INC,DBA JOBILITY TALENT SOLUTIONS INC,TRADE_NAME_DBA,5
"GOELITE, INC",GOELITE,TRADE_NAME_DBA,5
CA FAN TUAN INC,FANTUAN DELIVERY,TRADE_NAME_DBA,5
DCD VEHICLE CORP,DACH VEHICLE CORP,TRADE_NAME_DBA,5
NORTHWESTERN MEDICAL FACULTY FOUNDATION,NORTHWESTERN MEDICAL GROUP,TRADE_NAME_DBA,5
"SPEED XPRESS, INC","SPEED LM XPRESS, INC",TRADE_NAME_DBA,5
FRONTIER INVESTMENT GROUP LLC,APPLIANCES 4 LESS,TRADE_NAME_DBA,5
WJL ARCHITECTURE AND ENGINEERING DPC,EWINGCOLE,TRADE_NAME_DBA,5
NATIONAL LIFE INSURANCE COMPANY,NATIONAL LIFE GROUP,TRADE_NAME_DBA,5
DUSARA CORPORATION,UNIVERSALMED SUPPLY,TRADE_NAME_DBA,5
"KANDJI, INC",KANDJI,TRADE_NAME_DBA,5
"CBS INTERACTIVE, INC",PARAMOUNT GLOBAL,TRADE_NAME_DBA,5
TEAMWAVE TECH INC,OYDISEN WOWPC,TRADE_NAME_DBA,5
"MARITZ CONSULTING GROUP, INC",LEDELSEA,TRADE_NAME_DBA,5
HOUNEN SOLAR AMERICA INC,HOUNEN SOLAR,TRADE_NAME_DBA,5
NSK VETERINARY SERVICES LLC,VETCHECK PET URGENT CARE CNTR,TRADE_NAME_DBA,5
"RUMPKE OF OHIO, INC",RUMPKE WASTE AND RECYCLING,TRADE_NAME_DBA,5
"AUTOMATED PRODUCTION SYSTEMS, INC",A.P.S.,TRADE_NAME_DBA,5
BETH ISRAEL MEDICAL CENTER,MOUNT SINAI BETH ISRAEL,TRADE_NAME_DBA,5
MITSOGO INC,HEXNODE,TRADE_NAME_DBA,5
PANELMATIC INC,PANELMATIC ELECTRICAL SOLUTIONS,TRADE_NAME_DBA,5
DESIGN COLLECTIVE INC,THE DESIGN COLLECTIVE,TRADE_NAME_DBA,5
SHREE MELDI KRUPA LLC,SMK NUTRA MAKERS,TRADE_NAME_DBA,5
"BOULDER ASSOCIATES ARCHITECTS, A PROFESSIONAL CORPORATION","BOULDER ASSOCIATES, INC",TRADE_NAME_DBA,5
PT NETWORK LLC,ATHLETICO,TRADE_NAME_DBA,5
"COMPREHENSIVE COMMUNITY ACTION, INC",COMPREHENSIVE COMMUNITY ACTION PROGRAM,TRADE_NAME_DBA,5
MILKY WAY INTERNATIONAL TRADING CORPORATION,"MW POLAR, MW POLAR FOODS",TRADE_NAME_DBA,5
LABORATORY CORPORATION OF AMERICA HOLDINGS,LABCORP,TRADE_NAME_DBA,5
"MIDWEST GOODS, INC",MIDWEST DISTRIBUTION OF ILLINOIS,TRADE_NAME_DBA,5
INFOMEDIA GROUP INC,CARENET HEALTHCARE SERVICES,TRADE_NAME_DBA,5
"ASANA, INC",ASANA,TRADE_NAME_DBA,5
"CBS INTERACTIVE, INC",PARAMOUNT SKYDANCE,TRADE_NAME_DBA,5
NATIONAL CHARITABLE SERVICES LLC,FIDELITY INVESTMENTS,TRADE_NAME_DBA,4
"NGI CAPITAL, INC",APEX IT,TRADE_NAME_DBA,4
"LIFE EXTENSION INSTITUTE, INC",EHE HEALTH,TRADE_NAME_DBA,4
"ECONVERGENCE, INC",N / A,TRADE_NAME_DBA,4
DAIKIN APPLIED AMERICAS INC,DAIKIN APPLIED,TRADE_NAME_DBA,4
"MEDSTAR GEORGETOWN MEDICAL CENTER, INC",MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (MGUH),TRADE_NAME_DBA,4
"STARS EDUCATION SERVICES, INC",TALLAHASSEE SCHOOL OF MATH AND SCIENCE,TRADE_NAME_DBA,4
"APFS, LLC",D/B/A DAVID M. LEWIS COMPANY LLC,TRADE_NAME_DBA,4
"HEALTH MANAGEMENT SYSTEMS, INC","HMS, A GAINWELL TECHNOLOGIES COMPANY",TRADE_NAME_DBA,4
THERAGEN LLC,THERAGEN,TRADE_NAME_DBA,4
SOLSTICE CONSULTING LLC,KIN AND CARTA U.S.,TRADE_NAME_DBA,4
"SAINT JOSEPH HEALTH SYSTEM, INC",CHI ST. JOSEPH LEXINGTON,TRADE_NAME_DBA,4
HEALTH RESEARCH INC ROSWELL PARK DIVISION,HEALTH RESEARCH INC,TRADE_NAME_DBA,4
TRANSFORM SEARS HOME SERVICES LLC,TRANSFORMCO,TRADE_NAME_DBA,4
NEXGEN IOT SOLUTIONS,NEXGEN TECH SOLUTIONS INC,TRADE_NAME_DBA,4
"INTERPRETING SERVICES INTERNATIONAL, LLC",ISI LANGUAGE SOLUTIONS,TRADE_NAME_DBA,4
AUTOMATED PET CARE PRODUCTS LLC,WHISKER,TRADE_NAME_DBA,4
"ZIFF DAVIS, LLC",NOT APPLICABLE,TRADE_NAME_DBA,4
SHAMROCK FOODS COMPANY,SHAMROCK FARMS,TRADE_NAME_DBA,4
"BRIGHT START CHILD CARE, LLC",BRIGHT START EARLY CARE & PRESCHOOL,TRADE_NAME_DBA,4
"THE HUGHEN CENTER, INC",DBA BOB HOPE SCHOOL,TRADE_NAME_DBA,4
AIRLINKS INTERNATIONAL LLC,AIRLINKSIN,TRADE_NAME_DBA,4
AVO MULTI-AMP CORPORATION,MEGGER,TRADE_NAME_DBA,4
THE NEW YORK AND PRESBYTERIAN HOSPITAL,NEW YORK-PRESBYTERIAN HOSPITAL,TRADE_NAME_DBA,4
TOTAL SYSTEM SERVICES LLC,D/B/ATSYS,TRADE_NAME_DBA,4
"STEARNS, CONRAD AND SCHMIDT CONSULTING ENGINEERING, INC","SCS ENGINEERS, INC",TRADE_NAME_DBA,4
MIDLAND COUNTY HOSPITAL DISTRICT,MIDLAND MEMORIAL HOSPITAL,TRADE_NAME_DBA,4
"DOMINION ENERGY SERVICES, INC",DOMINION ENERGY,TRADE_NAME_DBA,4
INTELLIGENT BUSINESS PLATFORMS LLC,INTELLIBUS,TRADE_NAME_DBA,4
MULTI MEDIA LLC,CHATURBATE.COM,TRADE_NAME_DBA,4
"ALLSPRING GLOBAL INVESTMENTS HOLDINGS, LLC",ALLSPRING GLOBAL INVESTMENTS,TRADE_NAME_DBA,4
APTEKA RX INC,AMSTERDAM PHARMACY & SURGICAL SUPPLIES,TRADE_NAME_DBA,4
CRETE PA HOLD CO LLC,ABACUS!,TRADE_NAME_DBA,4
SHELBY COUNTY HEALTH CARE CORPORATION,REGIONAL ONE HEALTH,TRADE_NAME_DBA,4
"CIOX HEALTH, LLC","DATAVANT, INC",TRADE_NAME_DBA,4
NATIONAL FINANCIAL SERVICES LLC,FIDELITY INVESTMENTS,TRADE_NAME_DBA,4
TRANSLOGIC CORPORATION,SWISSLOG HEALTHCARE,TRADE_NAME_DBA,4
LAKELAND REGIONAL HEALTH,LAKELAND REGIONAL HEALTH MEDICAL CENTER,TRADE_NAME_DBA,4
SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SUTTER CARE AT HOME,TRADE_NAME_DBA,4
"NIJC, NFP",NATIONAL IMMIGRANT JUSTICE CENTER,TRADE_NAME_DBA,4
"ROADIE, INC D/B/A ROADIE",ROADIE,TRADE_NAME_DBA,4
KLARION WELLNESS INC,VITALCHECK,TRADE_NAME_DBA,4
READ FOUNDATION,MEMPHIS SCHOOL OF EXCELLENCE,TRADE_NAME_DBA,4
"ISLAND PEER REVIEW ORGANIZATION, INC",IPRO INC,TRADE_NAME_DBA,4
"INTERNATIONAL MONTESSORI CENTERS, INC",SANTA MONICA MONTESSORI SCHOOL,TRADE_NAME_DBA,4
"GROUPER ACQUISITION COMPANY, LLC","SHILOH INDUSTRIES, INC",TRADE_NAME_DBA,4
MEDNA SOFT INC,TEKRAFT SOLUTIONS,TRADE_NAME_DBA,4
SYMPHONYAI RETAIL INC,SYMPHONYAI RETAIL,TRADE_NAME_DBA,4
"PERKINS & WILL, INC",PERKINS&WILL,TRADE_NAME_DBA,4
INTERNATIONAL COLLEGE OF HOLISTIC STUDIES,ICOHS,TRADE_NAME_DBA,4
UNIV OF WI SYSTEM/OSHKOSH,C/O INTERNATIONAL FACULTY AND STAFF SERVICES,TRADE_NAME_DBA,4
"COPE HEALTHCARE CONSULTING, INC",COPE HEALTH SOLUTIONS,TRADE_NAME_DBA,4
FELIX TECHNOLOGIES INC,FELIX PAGO,TRADE_NAME_DBA,4
ALIENTO EDUCATION FUND,ALIENTO,TRADE_NAME_DBA,4
"THE TIRE RACK, INC",TIRERACK.COM,TRADE_NAME_DBA,4
"KYRO4 SOLUTIONS, INC",TECHGLOBE INC,TRADE_NAME_DBA,4
"AGITECH SOLUTIONS, INC",N / A,TRADE_NAME_DBA,4
SCOTT & WHITE MEMORIAL HOSPITAL,BAYLOR SCOTT & WHITE HEALTH,TRADE_NAME_DBA,4
"THE BRITISH INTERNATIONAL SCHOOL OF NEW YORK, RIVERVIEW CAMPUS LTD",THE BRITISH INTERNATIONAL SCHOOL OF NEW YORK,TRADE_NAME_DBA,4
VANDOO LLC,VAANDU,TRADE_NAME_DBA,4
"SUSEA, INC",YOU.COM,TRADE_NAME_DBA,4
SANCTUS LLC,SHIFT DIGITAL,TRADE_NAME_DBA,4
HARGROVE & ASSOCIATES,HARGROVE ENGINEERS + CONSTRUCTORS,TRADE_NAME_DBA,4
SYRINGA HOSPITAL DISTRICT,SYRINGA HOSPITAL & CLINICS,TRADE_NAME_DBA,4
"YANKA INDUSTRIES, INC",MASTERCLASS,TRADE_NAME_DBA,4
UNIVERSAL NAVIGATION INC,UNISWAP,TRADE_NAME_DBA,4
"CHAGS HEALTH INFORMATION TECHNOLOGY, LLC",C-HIT,TRADE_NAME_DBA,4
"EVALVE, INC",(AN ABBOTT LABORATORIES COMPANY),TRADE_NAME_DBA,4
STANDING ROCK COMMUNITY GRANT SCHOOL,STANDING ROCK COMMUNITY SCHOOL,TRADE_NAME_DBA,4
GUIDEPOST A LLC,GUIDEPOST MONTESSORI,TRADE_NAME_DBA,4
"ADVENTIST HEALTH SYSTEM/SUNBELT, INC",ADVENTHEALTH MINNEOLA,TRADE_NAME_DBA,4
"HM ELECTRONICS, INC","MANAGER, GLOBAL TALENT ACQUISITION",TRADE_NAME_DBA,4
"AIRCALL.IO, INC",AIRCALL,TRADE_NAME_DBA,4
MUNICH AMERICAN REASSURANCE COMPANY,MARC LIFE,TRADE_NAME_DBA,4
"COLUMBIA MANAGEMENT INVESTMENT ADVISERS, LLC",COLUMBIA THREADNEEDLE INVESTMENTS,TRADE_NAME_DBA,4
ADVANTAGE SALES & MARKETING LLC,ADVANTAGE SOLUTIONS,TRADE_NAME_DBA,4
XUPER FUNDING LLC,XUPER FUNDING,TRADE_NAME_DBA,4
"H10 SEATTLE, LLC","H10 CAPITAL, LLC",TRADE_NAME_DBA,4
ZYLOG SYSTEMS LTD DBA ZSL INC,ZSL INC,TRADE_NAME_DBA,4
CONTACTABILITY.COM LLC,CYBER TECH VENTURES,TRADE_NAME_DBA,4
"PROSOFT TECHNOLOGY GROUP, INC","KELLTON TECH SOLUTIONS, INC",TRADE_NAME_DBA,4
"ADVENTIST HEALTH RIVERVIEW, INC",ADVENTHEALTH RIVERVIEW,TRADE_NAME_DBA,4
"SOCIALEDGE, INC",CREATORIQ,TRADE_NAME_DBA,4
DAIWA CORPORATE ADVISORY LLC,DC ADVISORY,TRADE_NAME_DBA,4
ARKA SERVICES LLC,ARKA IT SOLUTIONS,TRADE_NAME_DBA,4
HAYWARD SISTERS HOSPITAL,ST. ROSE HOSPITAL,TRADE_NAME_DBA,4
"GKN AEROSPACE CHEM-TRONICS, INC",GKN AEROSPACE EL CAJON,TRADE_NAME_DBA,4
"LYNN COMMUNITY HEALTH, INC",LYNN COMMUNITY HEALTH CENTER,TRADE_NAME_DBA,4
COUGAR TECH INC,BREVITII,TRADE_NAME_DBA,4
RAKUTEN MARKETING LLC,RAKUTEN ADVERTISING,TRADE_NAME_DBA,4
"BURRELL, INC",BURRELL BEHAVIORAL HEALTH,TRADE_NAME_DBA,4
CANOPY EDUCATION INC,COLLEGEVINE,TRADE_NAME_DBA,4
ROSS RECRUITING INC,JBL RESOURCES,TRADE_NAME_DBA,4
BNP PARIBAS SECURITIES CORP,BNP PARIBAS,TRADE_NAME_DBA,4
SONDER MEDICINE INC,SONDER RESEARCH X,TRADE_NAME_DBA,4
"KAARYA, LLC",MYKAARMA,TRADE_NAME_DBA,4
BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM,UNIVERSITY OF WISCONSIN-STEVENS POINT,TRADE_NAME_DBA,4
CLOUDMELLOW CONSULTING LTD CO,CLOUDMELLOW,TRADE_NAME_DBA,4
MC GROUP OF COMPANIES LLC,MC TECHNOLOGY,TRADE_NAME_DBA,4
"ICUBE CONSULTANCY SERVICES, INC",INTUCEO,TRADE_NAME_DBA,4
"INTERNATIONAL INSTITUTE FOR THE BRAIN, LTD",CHAIRMAN,TRADE_NAME_DBA,4
PILOT TRAVEL CENTERS LLC,PILOT FLYING J,TRADE_NAME_DBA,4
TRIAD MATH AND SCIENCE ACADEMY CO,THE MATH AND SCIENCE ACADEMY OF CHARLOTTE,TRADE_NAME_DBA,4
"SATTERFIELD & PONTIKES CONSTRUCTION, INC",NOT ANY,TRADE_NAME_DBA,4
"SLK HOLDINGS, LLC",ETSAZ,TRADE_NAME_DBA,4
"CHARLES RIVER LABORATORIES ASHLAND, LLC",DRUG DISCOVERY & DEVELOPMENT,TRADE_NAME_DBA,4
ADVENTIST HEALTH SYSTEM/SUNBELT INC,ADVENTHEALTH KISSIMMEE,TRADE_NAME_DBA,4
"ROCKLOANS MARKETPLACE, LLC",ROCKET LOANS,TRADE_NAME_DBA,4
PCB APPS LLC,PENTA FOUR SOLUTIONS,TRADE_NAME_DBA,4
"INTEGRATION APPLIANCES, INC","DBA INTAPP, INC",TRADE_NAME_DBA,4
MRP LLC,ITIGNITE,TRADE_NAME_DBA,4
"R.B. DISTRIBUTION, INC","DORMAN PRODUCTS, INC",TRADE_NAME_DBA,4
"FAITH FAMILY KIDS, INC",FAITH FAMILY ACADEMY,TRADE_NAME_DBA,4
CESIUM INC,KNOWDE,TRADE_NAME_DBA,4
INSIGHT VENTURE MANAGEMENT LLC,INSIGHT PARTNERS,TRADE_NAME_DBA,4
COMPANION PROFESSIONAL SERVICES LLC,TM FLOYD & COMPANY,TRADE_NAME_DBA,4
ALPHONSO INC,LG AD SOLUTIONS,TRADE_NAME_DBA,4
GOOD SAMARITAN HOSPITAL,CHI HEALTH GOOD SAMARITAN,TRADE_NAME_DBA,4
VCO LLC,VCO SYSTEMS,TRADE_NAME_DBA,4
ADVENTHEALTH RANSOM MEMORIAL INC,ADVENTHEALTH OTTAWA,TRADE_NAME_DBA,4
"UNIVERSITY COMMUNITY HOSPITAL, INC",ADVENTHEALTH CARROLLWOOD,TRADE_NAME_DBA,4
PAISD,PORT ARTHUR ISD,TRADE_NAME_DBA,4
MARITZ CONSULTING GROUP,LEDELSEA,TRADE_NAME_DBA,4
"WESTERN MASS ENDODONTICS, P.C.",AFFINITY DENTAL SERVICES,TRADE_NAME_DBA,4
FURNITURE.COM AMERICA LLC,FURNITURE.COM,TRADE_NAME_DBA,4
"PCRMC MEDICAL GROUP, INC",PHELPS HEALTH MEDICAL GROUP,TRADE_NAME_DBA,4
AFFINIAN GROUP LLC,AFFINIAN CONSULTING,TRADE_NAME_DBA,4
"LOGIK.IO, INC",LOGIK.IO,TRADE_NAME_DBA,4
CENTRA INC,CYNTRALABS,TRADE_NAME_DBA,4
"BEDABOX, LLC",SHIPMONK,TRADE_NAME_DBA,4
"TEK NINJAS SOLUTIONS, LLC",TEK NINJAS,TRADE_NAME_DBA,4
SMP HEALTH- ST. ALOISIUS HOSPITAL,SMP HEALTH- ST. ALOISIUS,TRADE_NAME_DBA,4
"RS&A, INC",HUMAN RESOURCES DIRECTOR,TRADE_NAME_DBA,4
DEWITT MEDICAL DISTRICT,CUERO REGIONAL HOSPITAL AND/OR CUERO COMMUNITY HOSPITAL,TRADE_NAME_DBA,4
"GERI-CARE, INC",HARBOR POST-ACUTE CENTER,TRADE_NAME_DBA,4
JBTP LLC,JETBLUE TRAVEL PRODUCTS LLC,TRADE_NAME_DBA,4
FOX REHAB-MA LLC,FOX REHABILITATION,TRADE_NAME_DBA,4
AMBRY GENETICS CORPORATION,AMBRY GENETICS,TRADE_NAME_DBA,4
ENDEAVOR HEALTH CLINICAL OPERATIONS,F/K/A NORTHSHORE UNIVERSITY HEALTHSYSTEM,TRADE_NAME_DBA,4
MESSAGEBIRD USA INC,BIRD.,TRADE_NAME_DBA,4
"WIRELESS MEDIA CONSULTING, INC",WMC GLOBAL,TRADE_NAME_DBA,4
"IMPLY DATA, INC",IMPLY,TRADE_NAME_DBA,4
SCOTT & WHITE CLINIC,BAYLOR SCOTT & WHITE HEALTH,TRADE_NAME_DBA,4
LANIAKEA COMPANIES LLC,LANIAKEA COMPANIES,TRADE_NAME_DBA,4
"LEAL THERAPEUTICS, INC",LEAL THERAPEUTICS,TRADE_NAME_DBA,4
CENTRAL DYNAMICS LLC,CENDYN,TRADE_NAME_DBA,4
"AG&E ASSOCIATES, PLLC DBA AG&E STRUCTURAL ENGENUITY",AG&E STRUCTURAL ENGENUITY,TRADE_NAME_DBA,4
SATELLITE BIOSCIENCES INC,SATELLITE BIO,TRADE_NAME_DBA,4
"W.A. FOOTE MEMORIAL HOSPITAL, INC",HENRY FORD JACKSON HOSPITAL,TRADE_NAME_DBA,4
"ADOLFSON & PETERSON, INC",ADOLFSON & PETERSON CONSTRUCTION,TRADE_NAME_DBA,4
"SHOPSOCIAL, INC",TRENDSI,TRADE_NAME_DBA,4
CHI ST. ALEXIUS HEALTH,ST. ALEXIUS MEDICAL CENTER,TRADE_NAME_DBA,4
"BODYSHOPBIDS, INC","SNAPSHEET, INC",TRADE_NAME_DBA,4
"BOSTON ANALYTICAL, INC",BA SCIENCES,TRADE_NAME_DBA,4
"BUTLER LABS, INC",BUTLER LABS,TRADE_NAME_DBA,4
MARINE ACQUISITION CORPORATION,DOMETIC MARINE DIVISION NORTH AMERICA,TRADE_NAME_DBA,4
"AUTONATION, INC","AUTONATION CORPORATE MANAGEMENT, LLC",TRADE_NAME_DBA,4
VW CREDIT INC,VOLKSWAGEN FINANCIAL SERVICES,TRADE_NAME_DBA,4
GONZALES SERVICES LLC,REFUND PRO,TRADE_NAME_DBA,4
METROPOLITAN GOVERNMENT OF NASHVILLE AND DAVIDSON COUNTY,METRO NASHVILLE PLANNING DEPARTMENT,TRADE_NAME_DBA,4
ABINGTON MEMORIAL HOSPITAL,JEFFERSON HEALTH - ABINGTON HOSPITAL,TRADE_NAME_DBA,4
NORTHWEST IOWA HOSPITAL CORPORATION,UNITYPOINT HEALTH -ST. LUKE'S,TRADE_NAME_DBA,4
"ABD INSURANCE AND FINANCIAL SERVICES, INC",NEWFRONT,TRADE_NAME_DBA,4
"VALLEY CHILDREN'S SPECIALTY MEDICAL GROUP, INC",N / A,TRADE_NAME_DBA,4
"CARET HOLDINGS INC D/B/A ROOT, INC","ROOT, INC",TRADE_NAME_DBA,4
NEW YORK STATE,OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES,TRADE_NAME_DBA,4
"JOHNDEL INTERNATIONAL, INC",JMI-EDISON,TRADE_NAME_DBA,4
UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO SYSTEM ADMINISTRATION,TRADE_NAME_DBA,4
"MASOUD KHORSAND-SAHBAIE, M.D., P.A.",KYMERA INDEPENDENT PHYSICIANS,TRADE_NAME_DBA,4
"THE CONSULTANTS CONSORTIUM, LLC",TCC SOLUTIONS,TRADE_NAME_DBA,4
SINAI HEALTH SYSTEM,SINAI CHICAGO,TRADE_NAME_DBA,4
BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,BUFFSCI,TRADE_NAME_DBA,4
"HYUNDAI TRANSYS GEORGIA POWERTRAIN, INC",HYUNDAI TRANSYS,TRADE_NAME_DBA,4
"ACCUWEATHER SALES AND SERVICE, LLC",ACCUWEATHER,TRADE_NAME_DBA,4
HOSPITAL SERVICE DISTRICT 1A PARISH OF RICHLAND STATE OF LOUISIANA,RICHLAND PARISH HOSPITAL,TRADE_NAME_DBA,4
"OLEMA PHARMACEUTICALS, INC",OLEMA ONCOLOGY,TRADE_NAME_DBA,4
UNIV OF WI SYSTEM/RIVER FALLS,C/O INTERNATIONAL FACULTY AND STAFF SERVICES,TRADE_NAME_DBA,4
VACHI INFO TECH INC,DIGITAL HIE INC,TRADE_NAME_DBA,4
"DEINDE FINANCIAL, LLC",INTEGRA CREDIT COMPANY,TRADE_NAME_DBA,4
GET CORP PAYROLL ACCOUNTING & TAX,GET HIRE STAFFING,TRADE_NAME_DBA,4
BRF HOTEL LLC,COMFORT INN & SUITES,TRADE_NAME_DBA,4
ST. JOSEPH PHYSICIAN ASSOCIATES,CHI ST. JOSEPH HEALTH MEDICAL GROUP,TRADE_NAME_DBA,4
GUILFORD CHARTER SCHOOL,GUILFORD PREPARATORY ACADEMY,TRADE_NAME_DBA,4
IBM GLOBAL SYSTEMS INC,JOLT TECHNOLOGIES,TRADE_NAME_DBA,4
CHILDREN'S HEALTH CARE,CHILDREN'S MINNESOTA,TRADE_NAME_DBA,4
"COGENT HEALTHCARE OF IOWA, P.C.",SOUND PHYSICIANS OF IOWA II,TRADE_NAME_DBA,4
TEMECULA ANIMAL CARE LLC,CARE ANIMAL HOSPITAL,TRADE_NAME_DBA,4
"ROS TECHNOLOGY SERVICES, INC",ROSNET,TRADE_NAME_DBA,4
WET,WET DESIGN,TRADE_NAME_DBA,4
"BOKF, N.A.",BANK OF OKLAHOMA AND AFFILIATES,TRADE_NAME_DBA,4
CLEMSON UNIVERSITY,USCIS,TRADE_NAME_DBA,4
"HOCKER DESIGN GROUP, INC",HOCKER,TRADE_NAME_DBA,4
WHITE MEMORIAL MEDICAL CENTER,ADVENTIST HEALTH WHITE MEMORIAL,TRADE_NAME_DBA,4
"BDSN INTERNATIONAL, INC",N / A,TRADE_NAME_DBA,4
ROCK POINT SCHOOL INC,ROCK POINT COMMUNITY SCHOOL,TRADE_NAME_DBA,4
"MERLIN AI, INC",LISTEN LABS,TRADE_NAME_DBA,4
PRN SOFTWARE LLC,DOSESPOT,TRADE_NAME_DBA,4
"CARLE HEALTH CARE, INCORPORATED",CARLE MEDICAL GROUP,TRADE_NAME_DBA,4
"FOUNDATION ROBOTICS LABS, INC",FOUNDATION,TRADE_NAME_DBA,4
COMMUNITY HEALTHCARE PARTNER INC,COLORADO RIVER MEDICAL CENTER,TRADE_NAME_DBA,4
"MITRA FUTURE TECHNOLOGIES, INC",MITRA CHEM,TRADE_NAME_DBA,4
"ST. AGNES HEALTHCARE, INC",ASCENSION SAINT AGNES HOSPITAL,TRADE_NAME_DBA,4
ABBOTT MOLECULAR INC,(AN ABBOTT LABORATORIES COMPANY),TRADE_NAME_DBA,4
S & S BROKERAGE INC,S & S LOGISTICS,TRADE_NAME_DBA,4
VI GOVERNMENT HOSPITAL & HEALTH FACILITIES CORPORATION,SCHNEIDER REGIONAL MEDICAL CENTER,TRADE_NAME_DBA,4
PACE ANALYTICAL SERVICES LLC,PACE ANALYTICAL,TRADE_NAME_DBA,4
TRINITY MEDICAL CENTER,UNITYPOINT HEALTH - TRINITY,TRADE_NAME_DBA,4
THE SOCIETY OF PELLA CHRISTIAN SCHOOLS,PELLA CHRISTIAN SCHOOLS,TRADE_NAME_DBA,4
"ALL MY SONS BUSINESS DEVELOPMENT, LLC",ALL MY SONS MOVING AND STORAGE,TRADE_NAME_DBA,4
NEXA AI INC,NEXA AI,TRADE_NAME_DBA,4
"PMR GEORGIA HOLDING, LLC",JENCARE SENIOR MEDICAL CENTER,TRADE_NAME_DBA,4
PARAB CONSULTING GROUP INC,DBA PCGI,TRADE_NAME_DBA,4
"OBSERVE, INC",OBSERVE,TRADE_NAME_DBA,4
"IRON SYSTEMS, INC",IRON SYSTEMS AND IRON SERVICE GLOBAL,TRADE_NAME_DBA,4
"MOUNT CARMEL SCHOOL, INC",MOUNT CARMEL SCHOOL,TRADE_NAME_DBA,4
NAJAFI PHARMA INC,EMERY PHARMA,TRADE_NAME_DBA,4
ADYA TECHNOLOGIES INC,FUGEN SOLUTIONS,TRADE_NAME_DBA,4
"COMMUNITY MEDICAL TEAM, INC",DELTA COMPREHENSIVE MEDICAL TEAM,TRADE_NAME_DBA,4
BNB TECH SOURCE INC,MEGNITY TECHNOLOGIES,TRADE_NAME_DBA,4
CWC INTERNATIONAL INC,INFORMATION TECHNOLOGY SERVICES,TRADE_NAME_DBA,4
"ADVANTAGE ACADEMY OF MIAMI, INC",PALM GLADES PREPARATORY ACADEMY,TRADE_NAME_DBA,4
SYLVAIN LLC,SYLVAIN,TRADE_NAME_DBA,4
SYNERGYT CONSULTING LLC,SYNERGYT,TRADE_NAME_DBA,4
SNBCARE MANAGEMENT SERVICES LLC,SNBCARE,TRADE_NAME_DBA,4
"ASHLEY STEWART, INC",ASHLEY STEWART,TRADE_NAME_DBA,4
"THE PERFECT PLAYGROUND OT, PT & SLP, PLLC",THE STEPPING STONES GROUP LLC,TRADE_NAME_DBA,4
"BOWEN TECHNOLOGY, LLC",POWER QUBE,TRADE_NAME_DBA,4
YOUTH VISION SOLUTIONS,COVENANT SCHOOLS DETROIT,TRADE_NAME_DBA,4
EMMIS DYNAMIC PRICING LLC,DIGONEX,TRADE_NAME_DBA,4
"ADYAH GROUP, LLC",ADYAHTECH,TRADE_NAME_DBA,4
VBFA - BNA CORPORATION,RESOLUT,TRADE_NAME_DBA,4
ASHLING PARTNERS LLC,NOT APPLICABLE,TRADE_NAME_DBA,4
"LIDAN, INC",FORTICEPT,TRADE_NAME_DBA,4
"LAN SE, LLC",GATE PRECAST,TRADE_NAME_DBA,4
"GAKKYUSHA U.S.A. CO, LTD",DBA/ENA,TRADE_NAME_DBA,4
CHRISTUS HEALTH SOUTHEAST TEXAS,JASPER MEMORIAL HOSPITAL,TRADE_NAME_DBA,4
THE ROMAN CATHOLIC BISHOP OF FRESNO,DIOCESE OF FRESNO,TRADE_NAME_DBA,4
"COASTAL MEDICAL PHYSICIANS, INC",BROWN HEALTH MEDICAL GROUP PRIMARY CARE,TRADE_NAME_DBA,4
ARDIAN US LLC,ARDIAN US,TRADE_NAME_DBA,4
OSMURICA INC,OSMURICA,TRADE_NAME_DBA,4
"BIOSTATE AI, INCORPORATED",BIOSTATE AI,TRADE_NAME_DBA,4
YARBO INTERNATIONAL INC,YARBO,TRADE_NAME_DBA,4
"3V METALS, INC",POWERLINE HARDWARE,TRADE_NAME_DBA,4
RCM TECHNOLOGIES INC,RCM HEALTH CARE SERVICES,TRADE_NAME_DBA,4
PRO TECH DATA SOLUTIONS LLC,PRO HEALTHCARE AND REHAB SERVICES LLC,TRADE_NAME_DBA,4
"FIRSTLAYERAI, INC",MEDALLION,TRADE_NAME_DBA,4
BALBEC CAPITAL LP,BALBEC,TRADE_NAME_DBA,4
JDX STUDIO LLC,DE-YAN,TRADE_NAME_DBA,4
VITUITY-NEW YORK MEDICAL GROUP PLLC,VITUITY,TRADE_NAME_DBA,4
STORY PROTOCOL INC,PIP LABS,TRADE_NAME_DBA,4
MOEN COPI DAY SCHOOL GRANT,MOENCOPI DAY SCHOOL,TRADE_NAME_DBA,4
